dataset,map4,morgan,ap
Monoamine,0.5731665643453834,0.6872448494225861,0.6932712572072435
Monoamine,0.5112896029059323,0.5967068820077422,0.605345189122098
LCK,0.568974177982416,0.6506673954971913,0.6400180692615449
LCK,0.49563036269857164,0.5685066011886639,0.5915400166477007
LCK,0.6107551989591902,0.676366528987607,0.6964679298777643
LCK,0.5318829189281473,0.5932110005591491,0.6064351652545381
LCK,0.5800750261069993,0.6270575223048902,0.6407899098330369
Estrogen,0.7146976125252348,0.786774802466833,0.7982435975751005
Estrogen,0.6596058840033387,0.740928484957899,0.7606044340106113
Estrogen,0.6726878528251746,0.7486201890837214,0.7610831696861506
Estrogen,0.7210273441916779,0.7981638234758569,0.8172148540248232
Estrogen,0.6575993481021615,0.7348872133272754,0.7362966191796911
B-raf,0.7143751491907073,0.7616837362538301,0.7797653088713185
B-raf,0.7170442091141249,0.7654227181314321,0.7681893122006107
B-raf,0.7205338706226281,0.7386421270959558,0.7752036210833524
B-raf,0.6786576719628088,0.7365444981514628,0.7452964869717698
B-raf,0.6916260475763794,0.7429690849248932,0.7389234562953506
Cannabinoid,0.612996055911468,0.6712673955254655,0.6823584552346028
Cannabinoid,0.5816212093741577,0.5979716003257141,0.6154869396031035
Cannabinoid,0.6213218411377965,0.7026192495330312,0.7074166115968792
Cannabinoid,0.6027536665678075,0.6399485617584575,0.6349407137883082
Cannabinoid,0.6673584349849573,0.7242708545208735,0.724636703382536
Aurora-A,0.6252360725543965,0.7087348669061854,0.7414355188003403
Aurora-A,0.6276114793717043,0.6959882445020769,0.7069763903967464
Aurora-A,0.640882222009149,0.6917309689723177,0.7040836837478301
Aurora-A,0.6274173223319164,0.6796145715016252,0.6847038673741136
Aurora-A,0.60182733238143,0.642555507981609,0.6558086417106602
A2a,0.6088872460491954,0.6319318088708991,0.6575738576061936
A2a,0.5697111772643497,0.6197193357504283,0.6184110416945509
A2a,0.6947194726454673,0.7438040804317183,0.7444337378738329
A2a,0.5826321680071375,0.6373380897809682,0.6829064042479033
A2a,0.7634393678744295,0.811629321761308,0.8419999637193264
HERG,0.42706643820194023,0.5603314589460585,0.5705095335155593
HERG,0.44548227517047234,0.5725562000170745,0.5849480266700386
HERG,0.4330997945267333,0.5621703384127876,0.5932560442399184
HERG,0.4022428082578783,0.512794819664398,0.5431463098598481
HERG,0.410569829787489,0.5497423638963359,0.5611382136374576
Caspase,0.830655136224242,0.8674932492217726,0.8671535954342906
Caspase,0.7618100339934013,0.8136944783636599,0.8083182273701217
Caspase,0.8155070062991336,0.8615555979143847,0.8537047646815024
Caspase,0.8216355605406054,0.8636400547873673,0.8572666435902978
Caspase,0.7850828211564632,0.8412243508834129,0.8333169816509763
Dihydrofolate,0.4646360406328267,0.5328895057683488,0.457959838738885
Dihydrofolate,0.4994752876287051,0.5768559057086314,0.5843479818906054
Dihydrofolate,0.5442318395991019,0.6110733340719805,0.5680199529271799
Dihydrofolate,0.41348691475270627,0.40826328083643204,0.43016224533634473
Dihydrofolate,0.43747077319226546,0.5205532517218506,0.5047230342516942
Dopamine,0.5008162732970469,0.4797593208964547,0.5270436123480495
Dopamine,0.5267448002322401,0.6116819782382357,0.6117230907988507
Dopamine,0.4345742060434117,0.45568812229824807,0.5050352542445441
Dopamine,0.42674103849754375,0.4902526853082594,0.5026780207982393
Dopamine,0.421480109257219,0.47704617999394205,0.4544183797906719
